Date,Note from the news,Weight
03/06/2021,"RIAPERTURE IN ZONA BIANCA. Riaperture in zona bianca, Governo e Regioni raggiungono l’accordo sui ristoranti: nessun limiteall’aperto mentre al chiuso non permessi oltre sei commensali al tavolo.",10
05/06/2021,"L’ULTIMO TRAGUARDO DELLA CAMPAGNA VACCINALE. In Italia il virus frena ancora mentre si afferma un nuovo record per lacampagna vaccinale. Grande successo di adesioni tra i giovani. Speranza: ""Continuiamo così, è la strada giusta.""",10
07/06/2021,DA OGGI COPRIFUOCO A MEZZANOTTE. Cambiano di nuovo le regole per arginare la minaccia del virus: da oggi nelle zone gialleil coprifuoco slitta alla mezzanotte. Il numero dei nuovi contagi mai così basso da settembre.,10
08/06/2021,VISITA DI MATTARELLA A MILANO. “È bene mantenere alta l’attenzione” dice il presidente Mattarella in visita a Milano perl’inaugurazione dell’anno accademico. Il capo dello Stato invita alla prudenza nella lotta al Covid.,0
09/06/2021,"VACCINI IN VACANZA, SI PUO’. “Via libera al vaccino in vacanza ma solo in casi eccezionali” dice il commissario Figliuolo chesottolinea come il Paese sia pronto anche per il green pass a cui il Parlamento europeo ha dato il via libera.",10
10/06/2021,"ASTRAZENECA, USO RACCOMANDATO PER OVER 60. Emergenza virus: all'esame del Comitato tecnico-scientifico lasomministrazione del vaccino AstraZeneca per i giovani. Il parere del ministero: uso preferenziato per over 60.",0
11/06/2021, STOP ASTRAZENECA AI GIOVANI. Il Cts decide di bloccare la somministrazione di AstraZeneca per gli under 60. A coloro chehanno ricevuto la prima dose sarà somministrato il richiamo con vaccino Pfizer o Moderna.,0
12/06/2021,"LA REVISIONE DEL PIANO VACCINALE. Dopo la decisione di sospendere Astrazeneca per gli under 60, il piano vaccinale subisceuna nuova revisione per l’attuazione delle nuove regole. Figliuolo: la sostenibilità logistica c’è.",10
12/06/2021,DODICI REGIONI IN ZONA BIANCA. Quaranta milioni di italiani e dodici regioni saranno presto in zona bianca: cadono le restrizionima non le precauzioni. Attesa per l’introduzione del green pass.,10
15/06/2021,"REGNO UNITO ALLE PRESE CON LA VARIANTE DELTA. In Regno Unito è allarme variante Delta ma uno studio dell’istituto sanitarionazionale rassicura sull’efficacia del vaccino Astrazeneca al 92%, a patto di ricevere entrambe le dosi.",10
15/06/2021,MENO PRESSIONE SUGLI OSPEDALI. In Italia i nuovi casi di Covid risalgono sopra quota mille ma cala la pressione sulle struttureospedaliere e il numero di terapie intensive.,10
16/06/2021,"TERAPIE INTENSIVE AL MINIMO. Sempre più in decrescita i numeri dell’epidemia in Italia ma soprattutto si svuotano le terapieintensive. La campagna vaccinale, intanto, prosegue a ritmi serrati.",10
17/06/2021," DRAGHI VARA IL GREEN PASS. Il premier Draghi firma il decreto per il green pass, il certificato vaccinale che potrà consentire dispostarsi liberamente per lavoro, studio, turismo in Italia e negli Stati dell’Unione europea.",10
17/06/2021,"DELTA, PICCO CONTAGI IN GB. In Gran Bretagna picco di contagi a causa della variante Delta. Prosegue intanto il piano diimmunizzazione sul mix di vaccini: secondo EMA la strategia può essere applicata.",0
18/06/2021," DRAGHI: L’ETEROLOGA FUNZIONA. Monito del premier Draghi sull’efficacia dei vaccini: l’eterologa funziona, anch’io la farò -ammonisce il presidente del Consiglio ribadendo la posizione del Governo.",10
18/06/2021,LA CURVA DEI CONTAGI. Oltre quindici milioni e mezzo di italiani immunizzati su 44 milioni di somministrazioni. La campagnavaccinale continua a correre ma Figliuolo precisa: mancano oltre due milioni di over 60.,10
19/06/2021, IL GOVERNO ATTENDE IL CTS. Sul superamento dell’obbligo di mascherina all’aperto il Governo attende il parere del Cts. Sullanecessità dei vaccini resta l’appello del premier Draghi che rassicura sull’efficacia.,10
19/06/2021,LEGA IN PIAZZA A ROMA. “Stiamo lavorando per la ripartenza del Paese” ribadisce il leader Matteo Salvini con la Lega chescende in piazza a Roma rivendicando l’allentamento delle misure anti Covid.,0
19/06/2021,IL DIBATTITO POLITICO. Tra i temi del confronto politico restano accesi i temi più cruciali: l'uso dei fondi europei per la ripresa e lostop all'obbligo di mascherine all'aperto. Il Pd in attesa delle primarie.,0
21/06/2021,"ITALIA IN ZONA BIANCA. Da oggi tutta Italia è in zona bianca, salvo la Valle d’Aosta. Contagi e decessi in netta diminuzione; lacampagna vaccinale procede seguendo ritmi serrati.",10
22/06/2021,"DA 28 GIUGNO ALL’APERTO SENZA MASCHERINA. Dal lunedì 28 giugno via le mascherine all’aperto in zona bianca. Resta l’obbligodi indossarle nei luoghi di possibile affollamento, negli ospedali e mezzi di trasporto.",10
25/06/2021,"DRAGHI: LA PANDEMIA NON È FINITA. Mario Draghi in conferenza stampa dopo il Consiglio Ue a Bruxelles parla di migranti edemergenza sanitaria: “La pandemia non è finita, non se siamo ancora fuori"".",-10
25/06/2021,"VAL D'AOSTA IN ZONA BIANCA. Il ministro della Salute Roberto Speranza firma l'ultima ordinanza che sancisce il passaggio del'ultima Regione, la Valle d'Aosta, in zona bianca.",10
26/06/2021,"LA MINACCIA DELTA. Resta alta l’attenzione verso la variante Delta che a fine estate rischia di diventare dominante anche inItalia. I casi legati alla ex ""indiana"" sono passati dal 4,2% di maggio al 16,8% di giugno.",-10
28/06/2021,ALL’APERTO SENZA MASCHERINA. Cade l'obbligo di mascherina nei luoghi all’aperto: l’Italia si appresta ad allentare le restrizioni suldispositivo da subito diventato uno dei simboli della pandemia.,10
28/06/2021,IPOTESI GREEN PASS SOLO CON SECONDA DOSE. La certificazione verde potrà essere rimodulata. Lo annuncia il sottosegretarioalla Salute Sileri che ipotizza il rilascio del green pass europeo solo quindici giorni dopo la seconda dose.,10
01/07/2021,DA OGGI IL GREEN PASS EUROPEO. Il green pass europeo è operativo. Permetterà di varcare i confini nazionali a coloro che sonoin possesso dei requisiti: chi ha completato il ciclo vaccinale o chi abbia un tampone negativo.,10
03/07/2021,"GREEN PASS FALSI, È ALLARME. Vaccini e green pass falsi venduti nelle maglie del dark web: la scoperta ad opera di una indaginedella Guardia di finanza. Sequestrati dieci canali Telegram.",-10
03/07/2021,ALLERTA VARIANTI. L’Italia resta in fascia bianca: i contagi sono sotto controllo così come la situazione negli ospedali. Tuttavia gliesperti ammoniscono: Delta presente in sedici regioni.,-10
06/07/2021,"PRESSING SUGLI INSEGNANTI. Si accende il dibattito sul ritorno a scuola in DaD oppure in presenza. Il generale Figliuolo confermache gran parte del personale scolastico, circa 200mila, deve ancora vaccinarsi.",-10
06/07/2021,"COVID, MASSIMA ALLERTA. Poco più di 900 i casi da contagio di Coronavirus in Italia. Obiettivo è continuare il tracciamento,ammonisce l’ISS: preoccupa la risalita dei contagi in altri Paesi europei.",-10
09/07/2021,LA VARIANTE DELTA SI FA STRADA. Torna a salire la curva dei contagi mentre sale la preoccupazione per la variante Delta. Leraccomandazioni dell’ISS: in vista del rientro a scuola decisivo il percorso vaccinale completo.,-10
11/07/2021," LA CURVA RISALE. La variante Delta si diffonde rapidamente nel Paese, soprattutto tra i giovani. Sono quasi 1400 i nuovi contagi inItalia. Da nord a sud rafforzati i controlli per evitare gli assembramenti.",-10
13/07/2021,"GREEN PASS, I PARTITI SI DIVIDONO. L’ipotesi del green pass obbligatorio per locali e trasporti accende la discussione politica. Pdpossibilista, scettici i 5 Stelle, reazioni diverse tra i governatori, no di Fratelli d’Italia.",0
16/07/2021," DELTA CORRE, BALZO DEI CONTAGI. Continua a crescere la curva dei contagi: il numero dei casi positivi pari a quasi tremila.Aumentano anche le terapie intensive e il tasso di positività. Cinque regioni rischiano la zona gialla.",-10
16/07/2021,"GREEN PASS, VERSO UN NUOVO DECRETO. Il Governo studia le modifiche al green pass: in arrivo un decreto da estendere adaerei, treni, eventi e concerti. Si discute sull’utilizzo nelle scuole e nei bar e ristoranti.",-10
18/07/2021," GREEN PASS, AFFONDO DI SALVINI. Il leader della Lega Matteo Salvini all’attacco contro il green pass e le vaccinazioni ai giovani.Alle critiche del Pd si associano anche Italia Viva e Leu.",0
20/07/2021," PRESIDI: Sĺ OBBLIGO VACCINALE. Fa discutere l’ipotesi dell’obbligatorietà del vaccino tra gli operatori scolastici, conditio sine quanon dell’apertura delle scuole in sicurezza. I presidi: obbligo necessario.",0
20/07/2021,"LICENZIAMENTI, PROTESTE E SCIOPERI. Nuove proteste contro la chiusura delle fabbriche: scioperi negli stabilimenti della Brianzacontro i licenziamenti. A Napoli operai Whirpool bloccano per alcune ore i binari della stazione.",0
21/07/2021,"GREEN PASS, VERSO IL NUOVO DECRETO. Ipotesi green pass anche al ristorante e al chiuso. Mentre i contagi risalgono, crescel’attesa per il nuovo decreto anti Covid: sul tavolo del governo i nuovi parametri da applicare.",-10
22/07/2021, LE NUOVE MISURE DEL GOVERNO. Il Consiglio dei ministri delibera la proroga dello stato di emergenza nazionale fino al 31dicembre e decide le modalità di utilizzo del green pass con nuovi criteri per i colori delle Regioni.,-10
22/07/2021,"APPELLO DI DRAGHI. “L’appello a non vaccinarsi è un appello a morire”. È netto l’appello del presidente del Consiglio cherisponde così, in conferenza stampa, ai richiami alla libertà per i vaccini under 40.",0
23/07/2021," NUOVE REGOLE DAL 6 AGOSTO. Dal 6 agosto scatterà l’obbligo di certificazione per accedere nei ristoranti, nei bar al chiuso e peri grandi eventi. Entrano in vigore anche i nuovi parametri per i cambi di colore delle Regioni.",0
24/07/2021," VACCINI, BOOM DI PRENOTAZIONI. Boom di prenotazione dei vaccini dopo le parole del premier Draghi. Per il generale Figliuolo sitratta di un successo distribuito su tutte le regioni.",10
24/07/2021,"GREEN PASS E GIUSTIZIA, QUERELLE IN MAGGIORANZA. Resta alta la tensione nella maggioranza, sia sulla applicazione del greenpass sia per la questione giustizia. Il premier Draghi congela la trattativa in atto.",0
25/07/2021," LA CORSA DELLA CAMPAGNA VACCINALE. Mentre il generale Figliuolo rassicura sull’arrivo regolare delle dosi, la campagnavaccinale supera 65 milioni di somministrazioni. Prosegue intanto l’incremento di ricoveri e nuovi focolai.",10
25/07/2021,"GREEN PASS, CRITICHE DALLA LEGA. La piazza va ascoltata. Il leader della Lega Matteo Salvini annuncia che presenterà propostedi modifica al decreto relativo al green pass obbligatorio.",0
26/07/2021,"GREEN PASS FALSI, È ALLARME. L’utilizzo di green pass falsi rischia di diffondersi. Palazzo Chigi, rilanciando l’app gratuita creata perverificare l’autenticità del documento, mette in guardia.",0
27/07/2021," VERSO IL NUOVO ANNO SCOLASTICO. In vista del nuovo anno scolastico, il Governo si appresta a presentare alle Regioni le misuredel nuovo piano: obiettivo è la didattica in presenza, possibile obbligo vaccinale per il personale.",0
28/07/2021,"IN ATTESA DEL DECRETO. Slitta il decreto per l’estensione del green pass. Si discute sulla necessità dell’obbligatorietà per ilpersonale scolastico e per viaggiare su treni, navi e aerei.",0
28/07/2021,"MODERNA, VIA LIBERA AIFA PER I GIOVANISSIMI. Via libera dell’AIFA al vaccino Moderna per la fascia di età dai 12 ai 17 anni.Palazzo Chigi annuncia l’arrivo di un milione di dosi Pfizer in più ad agosto.",0
29/07/2021,"NO GREEN PASS, LEGHISTI IN PIAZZA. La presenza di alcuni parlamentari leghisti alla manifestazione organizzata a Roma dai 'nogreen pass' accende la polemica tra i partiti. La Lega prende le distanze.",0
31/07/2021," IN PIAZZA IL POPOLO DEL NO GREEN PASS. Il tam tam della rete mobilita il popolo no green pass. Migliaia di persone in piazza innumerose città per protestare contro la certificazione verde, obbligatoria dal 6 agosto per diverse attività.",0
31/07/2021,"RICOVERI IN AUMENTO. In aumento le terapie intensive e i ricoveri da Covid, registrati nuovi focolai nei luoghi di vacanza. L’ISSconferma: i festeggiamenti per gli Europei hanno incentivato i contagi tra i giovani.",-10
01/08/2021,IMMUNIZZATO IL 60%. L’obiettivo prefissato dal generale Figliuolo per fine luglio è raggiunto: immunizzato il 60% della popolazioneover 12. Allo studio la necessità della terza dose di vaccino per i soggetti più fragili.,10
02/08/2021,"VACCINATI 6 ITALIANI SU 10. Sei italiani su dieci hanno completato il percorso vaccinale contro Coronavirus. Lo annuncia ilministro della Salute Speranza: ""È un primo importante risultato, proseguire su questa strada"".",10
03/08/2021,"GREEN PASS, GOVERNO AL LAVORO. Il Governo al lavoro per decidere l’estensione delle nuove norme anche a trasporti, scuola edimprese. Apertura da parte dei sindacati che però avvisano: non sia strumento per licenziare.",0
04/08/2021,"GREEN PASS E PIANO SCUOLA AL VAGLIO DEL GOVERNO. Le nuove misure anti Covid al vaglio del Governo, dai parametri delgreen pass al piano scuola. A settembre priorità al ritorno in classe in presenza e in sicurezza.",10
05/08/2021,"GREEN PASS AL CENTRO DELLA SCENA POLITICA. In previsione della cabina di regia, Matteo Salvini tiene il punto sul certificatoverde: no a multe e restrizioni, sì al buon senso. I criteri di applicazione del green pass restano al centro del dibattito.",0
06/08/2021,GREEN PASS DA OGGI IN VIGORE. Entrano in vigore da oggi i divieti d'ingresso nei luoghi al chiuso e in quelli all'aperto conassembramenti senza certificato verde. Salvini chiede di rivedere il provvedimento già a fine agosto.,0
07/08/2021,"VACCINI, BOOM TRA GLI UNDER 19. Mentre il numero dei contagi resta stabile, la campagna vaccinale corre: è boom di adesioni tra igiovanissimi ma campanello d’allarme tra gli over 50: oltre 4 milioni sono scoperti.",10
07/08/2021,"IL GREEN PASS DIVIDE LE FORZE POLITICHE. Gli obblighi del green pass restano al centro del dibattito politico tra partiti dimaggioranza e opposizione. Duro la critica di FdI: italiani con restrizioni, migranti senza obbligo di vaccino.",0
08/08/2021,"VACCINI, ENTRO SETTEMBRE IL 70% IMMUNIZZATO. Mentre è record per il green pass, entro settembre assicura l’AIFA, saràvaccinato il 70% degli italiani. In queste settimane sono i giovani a trainare la campagna vaccinale.",10
09/08/2021,IL GREEN PASS AGITA LA MAGGIORANZA. Obbligo di green pass e reddito di cittadinanza agitano la maggioranza. Pressing delleforze politiche che sostengono il Governo per apportare modifiche alle due misure.,0
09/08/2021,RISCHIO ZONA GIALLA. L'ISS conferma tutte le regioni in zona bianca ma a rischiare di più sono Sardegna e Sicilia: il tasso dioccupazione di posti letto in area medica e in terapia intensiva resta vicino alla soglia limite.,-10
10/08/2021,"PREOCCUPA IL RIENTRO A SCUOLA. Preoccupa il ritorno a scuola a settembre. Dal 16 agosto confermate intanto le vaccinazioni senzaprenotazione per i 12-18enni, annuncia il generale Figliuolo.",0
10/08/2021,"GREEN PASS PER SCONGIURARE CHIUSURE. Green pass, il Governo conferma l’intenzione di seguire la linea del rigore per evitarenuovi lockdown in autunno. L’uso della certificazione sarà estesa a scuole e università dal 1° settembre.",10
11/08/2021,IN AUTUNNO VACCINO AI PIU PICCOLI. È atteso per il mese di novembre il via libera al vaccino in età pediatrica. Lo haannunciato il Comitato tecnico scientifico in seguito al numero crescente di bimbi colpiti dal virus.,10
12/08/2021,OLTRE SETTEMILA NUOVI CASI. Oltre settemila casi e trenta decessi. Si attesta in sensibile aumento il numero dei nuovi casi legati alcontagio da Covid e all’intensificarsi delle terapie intensive.,-10
16/08/2021,OBBLIGO DI GREEN PASS NELLE MENSE AZIENDALI. Palazzo Chigi chiarisce: per pranzare sul luogo di lavoro è necessario il greenpass. I lavoratori potranno accedere al tavolo delle mense aziendali solo se in possesso di certificazione verde.,0
